"Datenbasis";"Wirtschaftszweig (WZ2008)";"Berichtsjahr";"Region";"Beschäftigtengrößenklassen";"Zählen";
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64336 Neuenhagen bei Berlin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64336 Neuenhagen bei Berlin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64336 Neuenhagen bei Berlin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64340 Neuhardenberg";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64340 Neuhardenberg";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64340 Neuhardenberg";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64340 Neuhardenberg";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64349 Neulewin";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64349 Neulewin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64349 Neulewin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64349 Neulewin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64365 Neutrebbin";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64365 Neutrebbin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64365 Neutrebbin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64365 Neutrebbin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64370 Oberbarnim";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64370 Oberbarnim";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64370 Oberbarnim";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64370 Oberbarnim";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64371 Oderaue";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64371 Oderaue";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64371 Oderaue";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64371 Oderaue";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64380 Petershagen/Eggersdorf";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64380 Petershagen/Eggersdorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64380 Petershagen/Eggersdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64380 Petershagen/Eggersdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64388 Podelzig";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64388 Podelzig";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64388 Podelzig";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64388 Podelzig";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64393 Prötzel";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64393 Prötzel";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64393 Prötzel";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64393 Prötzel";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64408 Rehfelde";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64408 Rehfelde";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64408 Rehfelde";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64408 Rehfelde";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64417 Reichenow-Möglin";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64417 Reichenow-Möglin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64417 Reichenow-Möglin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64417 Reichenow-Möglin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64420 Reitwein";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64420 Reitwein";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64420 Reitwein";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64420 Reitwein";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64428 Rüdersdorf bei Berlin";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64428 Rüdersdorf bei Berlin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64428 Rüdersdorf bei Berlin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64428 Rüdersdorf bei Berlin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64448 Seelow, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64448 Seelow, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64448 Seelow, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64448 Seelow, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64472 Strausberg, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64472 Strausberg, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64472 Strausberg, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64472 Strausberg, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64480 Treplin";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64480 Treplin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64480 Treplin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64480 Treplin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64482 Vierlinden";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64482 Vierlinden";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64482 Vierlinden";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64482 Vierlinden";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64484 Waldsieversdorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64484 Waldsieversdorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64484 Waldsieversdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64484 Waldsieversdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64512 Wriezen, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64512 Wriezen, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64512 Wriezen, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64512 Wriezen, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64538 Zechin";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64538 Zechin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64538 Zechin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64538 Zechin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64539 Zeschdorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64539 Zeschdorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64539 Zeschdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64539 Zeschdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65036 Birkenwerder";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65036 Birkenwerder";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65036 Birkenwerder";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65036 Birkenwerder";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65084 Fürstenberg/Havel, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65084 Fürstenberg/Havel, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65084 Fürstenberg/Havel, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65084 Fürstenberg/Havel, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65096 Glienicke/Nordbahn";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65096 Glienicke/Nordbahn";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65096 Glienicke/Nordbahn";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65096 Glienicke/Nordbahn";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65100 Gransee, Stadt";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65100 Gransee, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65100 Gransee, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65100 Gransee, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65117 Großwoltersdorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65117 Großwoltersdorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65117 Großwoltersdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65117 Großwoltersdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65136 Hennigsdorf, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65136 Hennigsdorf, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65136 Hennigsdorf, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65136 Hennigsdorf, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65144 Hohen Neuendorf, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65144 Hohen Neuendorf, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65144 Hohen Neuendorf, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65144 Hohen Neuendorf, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65165 Kremmen, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65165 Kremmen, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65165 Kremmen, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65165 Kremmen, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65180 Leegebruch";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65180 Leegebruch";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65180 Leegebruch";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65180 Leegebruch";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65193 Liebenwalde, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65193 Liebenwalde, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65193 Liebenwalde, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65193 Liebenwalde, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65198 Löwenberger Land";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65198 Löwenberger Land";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65198 Löwenberger Land";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65198 Löwenberger Land";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65225 Mühlenbecker Land";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65225 Mühlenbecker Land";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65225 Mühlenbecker Land";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65225 Mühlenbecker Land";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65251 Oberkrämer";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65251 Oberkrämer";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65251 Oberkrämer";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65251 Oberkrämer";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65256 Oranienburg, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65256 Oranienburg, Stadt";"10  bis   49";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65256 Oranienburg, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65256 Oranienburg, Stadt";"250 und mehr";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65276 Schönermark";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65276 Schönermark";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65276 Schönermark";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65276 Schönermark";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65301 Sonnenberg";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65301 Sonnenberg";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65301 Sonnenberg";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65301 Sonnenberg";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65310 Stechlin";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65310 Stechlin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65310 Stechlin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65310 Stechlin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65332 Velten, Stadt";"0  bis     9";2;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65332 Velten, Stadt";"10  bis   49";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65332 Velten, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65332 Velten, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65356 Zehdenick, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65356 Zehdenick, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65356 Zehdenick, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"65356 Zehdenick, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66008 Altdöbern";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66008 Altdöbern";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66008 Altdöbern";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66008 Altdöbern";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66041 Bronkow";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66041 Bronkow";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66041 Bronkow";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66041 Bronkow";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66052 Calau, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66052 Calau, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66052 Calau, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66052 Calau, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66064 Frauendorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66064 Frauendorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66064 Frauendorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66064 Frauendorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66104 Großkmehlen";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66104 Großkmehlen";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66104 Großkmehlen";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66104 Großkmehlen";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66112 Großräschen, Stadt";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66112 Großräschen, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66112 Großräschen, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66112 Großräschen, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66116 Grünewald";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66116 Grünewald";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66116 Grünewald";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66116 Grünewald";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66120 Guteborn";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66120 Guteborn";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66120 Guteborn";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66120 Guteborn";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66124 Hermsdorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66124 Hermsdorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66124 Hermsdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66124 Hermsdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66132 Hohenbocka";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66132 Hohenbocka";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66132 Hohenbocka";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66132 Hohenbocka";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66168 Kroppen";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66168 Kroppen";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66168 Kroppen";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66168 Kroppen";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66176 Lauchhammer, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66176 Lauchhammer, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66176 Lauchhammer, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66176 Lauchhammer, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66188 Lindenau";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66188 Lindenau";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66188 Lindenau";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66188 Lindenau";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66196 Lübbenau/Spreewald, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66196 Lübbenau/Spreewald, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66196 Lübbenau/Spreewald, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66196 Lübbenau/Spreewald, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66202 Luckaitztal";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66202 Luckaitztal";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66202 Luckaitztal";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66202 Luckaitztal";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66226 Neu-Seeland";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66226 Neu-Seeland";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66226 Neu-Seeland";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66226 Neu-Seeland";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66228 Neupetershain";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66228 Neupetershain";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66228 Neupetershain";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66228 Neupetershain";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66240 Ortrand, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66240 Ortrand, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66240 Ortrand, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66240 Ortrand, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66272 Ruhland, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66272 Ruhland, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66272 Ruhland, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66272 Ruhland, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66285 Schipkau";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66285 Schipkau";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66285 Schipkau";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66285 Schipkau";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66292 Schwarzbach";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66292 Schwarzbach";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66292 Schwarzbach";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66292 Schwarzbach";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66296 Schwarzheide, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66296 Schwarzheide, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66296 Schwarzheide, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66296 Schwarzheide, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66304 Senftenberg, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66304 Senftenberg, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66304 Senftenberg, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66304 Senftenberg, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66316 Tettau";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66316 Tettau";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66316 Tettau";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66316 Tettau";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"66320 Vetschau/Spreewald, Stadt";"0  bis     9";-;
